,_ID,TimeSt,Country,Province,City,Latitude,Longitude,POI,Distance
0,4516516,2017-06-21 00:00:00.143,CA,ON,Waterloo,43.49347,-80.49123,POI3,593413.4412324522
1,4516547,2017-06-21 18:00:00.193,CA,ON,London,42.9399,-81.2709,POI3,677309.6549572074
2,4516550,2017-06-21 15:00:00.287,CA,ON,Guelph,43.5776,-80.2201,POI3,569647.7373989127
3,4516600,2017-06-21 15:00:00.307,CA,ON,Stratford,43.3716,-80.9773,POI3,634733.9960242029
4,4516613,2017-06-21 15:00:00.497,CA,ON,Stratford,43.3716,-80.9773,POI3,634733.9960242029
5,4516693,2017-06-21 14:00:00.597,CA,ON,Kitchener,43.4381,-80.5099,POI3,597378.7433319694
6,4516771,2017-06-21 10:00:00.873,CA,ON,Sarnia,42.961,-82.373,POI3,756628.2143405341
7,4516831,2017-06-21 12:00:00.950,CA,ON,London,43.0091,-81.1765,POI3,666941.6656643995
8,4516915,2017-06-21 15:00:01.310,CA,ON,London,43.0091,-81.1765,POI3,666941.6656643995
9,4516953,2017-06-21 16:00:01.700,CA,ON,Kitchener,43.4278,-80.5135,POI3,598130.4004974269
10,4516966,2017-06-21 01:00:01.787,CA,ON,Kitchener,43.4381,-80.5099,POI3,597378.7433319694
11,4517044,2017-06-21 21:00:00.327,CA,ON,Windsor,42.2825,-83.0372,POI3,839239.3067655212
13,4517081,2017-06-21 22:00:00.753,CA,ON,Windsor,42.243970000000004,-82.98058,POI3,837221.5116755588
14,4517175,2017-06-21 19:00:01.087,CA,ON,Saint Thomas,42.7792,-81.1927,POI3,680227.8980833034
15,4517220,2017-06-21 18:00:01.213,CA,ON,Waterloo,43.4634,-80.5201,POI3,596931.9139426247
16,4517250,2017-06-21 03:00:01.393,CA,ON,Chatham,42.4247,-82.1755,POI3,769661.1559032153
17,4517303,2017-06-21 03:00:00.287,CA,ON,Windsor,42.2957,-82.9599,POI3,832955.904477665
18,4517326,2017-06-21 04:00:00.367,CA,ON,Guelph,43.5425,-80.2676,POI3,574756.5039488518
20,4517349,2017-06-21 14:00:00.420,CA,ON,Chatham,42.4247,-82.1755,POI3,769661.1559032153
21,4517420,2017-06-21 08:00:00.427,CA,ON,Guelph,43.5215,-80.2338,POI3,573272.8103037382
22,4517466,2017-06-21 03:00:01.157,CA,ON,Waterloo,43.4678,-80.584,POI3,601406.072732324
23,4517518,2017-06-21 21:00:01.333,CA,ON,Waterloo,43.4634,-80.5201,POI3,596931.9139426247
24,4517538,2017-06-21 21:00:01.427,CA,ON,Kitchener,43.4453,-80.4905,POI3,595620.647967634
25,4517607,2017-06-21 01:00:01.623,CA,ON,Chatham,42.4247,-82.1755,POI3,769661.1559032153
26,4517697,2017-06-21 12:00:01.790,CA,ON,Windsor,42.3262,-82.9084,POI3,827613.6272336013
27,4517720,2017-06-21 22:00:01.843,CA,ON,Kitchener,43.4397,-80.434,POI3,591762.7511776319
28,4517809,2017-06-21 17:00:00.030,CA,ON,London,43.0346,-81.2554,POI3,671353.2920706174
29,4517811,2017-06-21 12:00:00.150,CA,ON,Cambridge,43.4194,-80.3255,POI3,584841.2550922512
30,4517905,2017-06-21 17:00:00.183,CA,ON,Windsor,42.2957,-82.9599,POI3,832955.904477665
31,4517999,2017-06-21 12:00:00.643,CA,ON,Kitchener,43.4553,-80.4845,POI3,594709.5447189165
32,4518000,2017-06-21 08:00:00.663,CA,ON,Kitchener,43.4676,-80.4847,POI3,594144.9118422512
33,4518002,2017-06-21 01:00:00.937,CA,ON,Kitchener,43.4397,-80.434,POI3,591762.7511776319
34,4518061,2017-06-21 14:00:01.123,CA,ON,Waterloo,43.4678,-80.584,POI3,601406.072732324
35,4518130,2017-06-21 00:00:01.333,CA,ON,London,43.0004,-81.2343,POI3,671561.0518418072
36,4518153,2017-06-21 09:00:01.353,CA,ON,Guelph,43.5425,-80.2676,POI3,574756.5039488518
38,4518212,2017-06-21 16:00:01.413,CA,ON,Kitchener,43.4278,-80.5135,POI3,598130.4004974269
39,4518264,2017-06-21 04:00:01.453,CA,ON,Cambridge,43.3842,-80.2968,POI3,584481.3188636393
40,4518329,2017-06-21 14:00:01.797,CA,ON,London,42.9399,-81.2709,POI3,677309.6549572074
41,4518395,2017-06-21 08:00:02.080,CA,ON,Windsor,42.2908,-82.987,POI3,835172.9098141858
42,4518430,2017-06-21 09:00:02.550,CA,ON,Brantford,43.1772,-80.248,POI3,591560.3298000057
43,4518434,2017-06-21 10:00:02.610,CA,ON,Guelph,43.5776,-80.2201,POI3,569647.7373989127
44,4518512,2017-06-21 01:00:02.797,CA,ON,London,42.9611,-81.2431,POI3,674211.2278398075
45,4518585,2017-06-21 06:00:02.827,CA,ON,Guelph,43.5776,-80.2201,POI3,569647.7373989127
46,4518676,2017-06-21 05:00:02.857,CA,ON,Kitchener,43.4397,-80.434,POI3,591762.7511776319
47,4518758,2017-06-21 13:00:02.867,CA,ON,Kitchener,43.4397,-80.434,POI3,591762.7511776319
48,4518814,2017-06-21 13:00:03.793,CA,ON,Cambridge,43.3842,-80.2968,POI3,584481.3188636393
49,4518832,2017-06-21 03:00:03.903,CA,ON,Kitchener,43.4397,-80.434,POI3,591762.7511776319
50,4518887,2017-06-21 18:00:04.017,CA,ON,Waterloo,43.4634,-80.5201,POI3,596931.9139426247
51,4518918,2017-06-21 08:00:04.167,CA,ON,London,42.9399,-81.2709,POI3,677309.6549572074
52,4518952,2017-06-21 06:00:00.217,CA,ON,Kitchener,43.4193,-80.3826,POI3,588997.6015604868
53,4518992,2017-06-21 09:00:00.380,CA,ON,Waterloo,43.4678,-80.584,POI3,601406.072732324
54,4519004,2017-06-21 07:00:00.747,CA,ON,Tillsonburg,42.86185,-80.72991,POI3,642857.235616146
55,4519038,2017-06-21 07:00:00.803,CA,ON,Windsor,42.2287,-83.0182,POI3,840753.4890680172
57,4519097,2017-06-21 02:00:00.823,CA,ON,London,42.9399,-81.2709,POI3,677309.6549572074
58,4519118,2017-06-21 19:00:00.910,CA,ON,Windsor,42.2287,-83.0182,POI3,840753.4890680172
59,4519156,2017-06-21 10:00:01.010,CA,ON,Windsor,42.2287,-83.0182,POI3,840753.4890680172
60,4519209,2017-06-21 00:00:01.257,CA,ON,Hanover,44.1517,-81.0266,POI3,607418.6653652305
61,4519287,2017-06-21 10:00:01.360,CA,ON,Kitchener,43.3904,-80.4317,POI3,593967.5941667566
62,4519378,2017-06-21 02:00:02.290,CA,ON,Kitchener,43.4397,-80.434,POI3,591762.7511776319
63,4519477,2017-06-21 08:00:02.710,CA,ON,Windsor,42.2957,-82.9599,POI3,832955.904477665
64,4519555,2017-06-21 22:00:03.890,CA,ON,Waterloo,43.4663,-80.5402,POI3,598267.4015732943
65,4519604,2017-06-21 22:00:04.240,CA,ON,Kitchener,43.4193,-80.3826,POI3,588997.6015604868
66,4519633,2017-06-21 10:00:04.303,CA,ON,London,42.9699,-81.2081,POI3,671234.2130985057
67,4519710,2017-06-21 01:00:04.413,CA,ON,Kitchener,43.2994,-80.4496,POI3,599747.6880663291
68,4519736,2017-06-21 01:00:01.890,CA,ON,Kitchener,43.4381,-80.5099,POI3,597378.7433319694
69,4519766,2017-06-21 10:00:02.067,CA,ON,Windsor,42.2545,-82.9809,POI3,836677.593457211
70,4519856,2017-06-21 02:00:02.080,CA,ON,Kitchener,43.4453,-80.4905,POI3,595620.647967634
71,4519930,2017-06-21 19:00:02.340,CA,ON,London,43.0004,-81.2343,POI3,671561.0518418072
72,4520019,2017-06-21 18:00:02.380,CA,ON,Guelph,43.5776,-80.2201,POI3,569647.7373989127
73,4520085,2017-06-21 17:00:02.433,CA,ON,Windsor,42.2654,-83.0261,POI3,839351.1438226404
74,4520130,2017-06-21 15:00:02.473,CA,ON,London,43.0091,-81.1765,POI3,666941.6656643995
75,4520149,2017-06-21 02:00:02.493,CA,ON,Guelph,43.5776,-80.2201,POI3,569647.7373989127
76,4520192,2017-06-21 18:00:02.717,CA,ON,Guelph,43.5776,-80.2201,POI3,569647.7373989127
78,4520296,2017-06-21 06:00:03.423,CA,ON,London,43.0091,-81.1765,POI3,666941.6656643995
79,4520345,2017-06-21 22:00:03.637,CA,ON,Windsor,42.2654,-83.0261,POI3,839351.1438226404
80,4520349,2017-06-21 09:00:03.800,CA,ON,Kitchener,43.4553,-80.4845,POI3,594709.5447189165
81,4520395,2017-06-21 02:00:04.040,CA,ON,Kitchener,43.4397,-80.434,POI3,591762.7511776319
82,4520446,2017-06-21 12:00:04.447,CA,ON,London,43.0061,-81.2962,POI3,675748.1451270384
84,4520587,2017-06-21 01:00:04.767,CA,ON,Chatham,42.3778,-82.1897,POI3,773254.7184567475
85,4520685,2017-06-21 13:00:04.860,CA,ON,Kitchener,43.4193,-80.3826,POI3,588997.6015604868
86,4520740,2017-06-21 07:00:04.867,CA,ON,Kitchener,43.4193,-80.3826,POI3,588997.6015604868
87,4520751,2017-06-21 20:00:05.027,CA,ON,London,42.993,-81.169,POI3,667225.767591775
88,4520821,2017-06-21 07:00:05.127,CA,ON,Sarnia,42.96866,-82.40455,POI3,758592.8049550583
89,4520907,2017-06-21 12:00:05.683,CA,ON,London,43.0091,-81.1765,POI3,666941.6656643995
90,4520995,2017-06-21 05:00:05.687,CA,ON,London,43.0091,-81.1765,POI3,666941.6656643995
91,4521090,2017-06-21 18:00:06.077,CA,ON,Windsor,42.2545,-82.9809,POI3,836677.593457211
92,4521119,2017-06-21 18:00:06.113,CA,ON,Kitchener,43.4381,-80.5099,POI3,597378.7433319694
93,4521184,2017-06-21 02:00:06.133,CA,ON,London,42.9923,-81.2531,POI3,673332.8329702291
95,4521259,2017-06-21 14:00:06.600,CA,ON,London,43.0061,-81.2962,POI3,675748.1451270384
96,4521353,2017-06-21 13:00:06.717,CA,ON,Windsor,42.3159,-83.0311,POI3,837025.1203659549
97,4521387,2017-06-21 22:00:02.203,CA,ON,Kitchener,43.4453,-80.4905,POI3,595620.647967634
98,4521468,2017-06-21 11:00:02.300,CA,ON,Kitchener,43.4453,-80.4905,POI3,595620.647967634
99,4521539,2017-06-21 06:00:02.503,CA,ON,Kitchener,43.4553,-80.4845,POI3,594709.5447189165
100,4521574,2017-06-21 00:00:02.637,CA,ON,Brantford,43.1508,-80.2094,POI3,590218.9157995682
101,4521618,2017-06-21 15:00:02.670,CA,ON,Cambridge,43.3653,-80.3066,POI3,586125.075835175
102,4521682,2017-06-21 20:00:02.683,CA,ON,London,42.9611,-81.2431,POI3,674211.2278398075
103,4521726,2017-06-21 01:00:02.760,CA,ON,Cambridge,43.3653,-80.3066,POI3,586125.075835175
104,4521780,2017-06-21 21:00:02.823,CA,ON,Cambridge,43.3653,-80.3066,POI3,586125.075835175
105,4521790,2017-06-21 03:00:02.837,CA,ON,Kitchener,43.4397,-80.434,POI3,591762.7511776319
106,4521875,2017-06-21 17:00:02.860,CA,ON,Kitchener,43.4397,-80.434,POI3,591762.7511776319
107,4521970,2017-06-21 05:00:02.877,CA,ON,Kitchener,43.4397,-80.434,POI3,591762.7511776319
108,4521978,2017-06-21 13:00:03.117,CA,ON,London,42.9529,-81.3239,POI3,680463.0539861636
109,4522004,2017-06-21 14:00:03.750,CA,ON,Guelph,43.5776,-80.2201,POI3,569647.7373989127
110,4522040,2017-06-21 20:00:03.837,CA,ON,Kitchener,43.4397,-80.434,POI3,591762.7511776319
112,4522160,2017-06-21 16:00:03.970,CA,ON,Cambridge,43.3653,-80.3066,POI3,586125.075835175
113,4522231,2017-06-21 00:00:04.383,CA,ON,Chatham,42.4247,-82.1755,POI3,769661.1559032153
114,4522296,2017-06-21 09:00:05.040,CA,ON,Goderich,43.7479,-81.702,POI3,672952.4690653428
115,4522376,2017-06-21 00:00:05.113,CA,ON,Waterloo,43.4634,-80.5201,POI3,596931.9139426247
116,4522431,2017-06-21 20:00:05.250,CA,ON,London,43.0004,-81.2343,POI3,671561.0518418072
117,4522487,2017-06-21 10:00:05.290,CA,ON,Waterloo,43.4737,-80.5309,POI3,597240.6506379063
118,4522500,2017-06-21 17:00:05.387,CA,ON,Brantford,43.1772,-80.248,POI3,591560.3298000057
119,4522528,2017-06-21 13:00:05.593,CA,ON,Woodstock,43.1327,-80.7449,POI3,629491.4064624455
120,4522564,2017-06-21 03:00:05.600,CA,ON,Woodstock,43.1327,-80.7449,POI3,629491.4064624455
121,4522656,2017-06-21 07:00:05.923,CA,ON,Waterloo,43.499,-80.5063,POI3,594261.1725310654
122,4522680,2017-06-21 02:00:06.707,CA,ON,Chatham,42.4247,-82.1755,POI3,769661.1559032153
123,4522747,2017-06-21 08:00:06.907,CA,ON,Waterloo,43.4634,-80.5201,POI3,596931.9139426247
124,4522806,2017-06-21 21:00:06.957,CA,ON,Waterloo,43.4634,-80.5201,POI3,596931.9139426247
125,4522855,2017-06-21 12:00:02.177,CA,ON,Kitchener,43.4134,-80.496,POI3,597540.4191314041
126,4522895,2017-06-21 22:00:02.310,CA,ON,Kitchener,43.4397,-80.434,POI3,591762.7511776319
127,4522945,2017-06-21 01:00:02.337,CA,ON,Kitchener,43.4397,-80.434,POI3,591762.7511776319
128,4522946,2017-06-21 19:00:02.590,CA,ON,Chatham,42.4247,-82.1755,POI3,769661.1559032153
129,4523019,2017-06-21 12:00:02.683,CA,ON,Kitchener,43.4553,-80.4845,POI3,594709.5447189165
130,4523104,2017-06-21 18:00:02.690,CA,ON,London,42.9611,-81.2431,POI3,674211.2278398075
131,4523121,2017-06-21 18:00:02.757,CA,ON,Windsor,42.2654,-83.0261,POI3,839351.1438226404
132,4523184,2017-06-21 18:00:02.833,CA,ON,London,42.9611,-81.2431,POI3,674211.2278398075
133,4523251,2017-06-21 19:00:03.770,CA,ON,Guelph,43.5425,-80.2676,POI3,574756.5039488518
134,4523347,2017-06-21 15:00:03.870,CA,ON,Kitchener,43.4397,-80.434,POI3,591762.7511776319
135,4523389,2017-06-21 11:00:03.883,CA,ON,Kitchener,43.4397,-80.434,POI3,591762.7511776319
136,4523439,2017-06-21 19:00:04.027,CA,ON,Guelph,43.5544,-80.2969,POI3,576347.680804376
137,4523455,2017-06-21 00:00:04.367,CA,ON,London,43.0091,-81.1765,POI3,666941.6656643995
138,4523508,2017-06-21 04:00:04.373,CA,ON,London,43.0091,-81.1765,POI3,666941.6656643995
139,4523561,2017-06-21 20:00:04.430,CA,ON,London,43.0061,-81.2962,POI3,675748.1451270384
140,4523593,2017-06-21 17:00:04.813,CA,ON,Cambridge,43.3677,-80.338,POI3,588279.5752836278
142,4523720,2017-06-21 05:00:05.120,CA,ON,Guelph,43.5776,-80.2201,POI3,569647.7373989127
143,4523782,2017-06-21 11:00:05.333,CA,ON,Guelph,43.5215,-80.2338,POI3,573272.8103037382
144,4523866,2017-06-21 16:00:05.490,CA,ON,Waterloo,43.4737,-80.5309,POI3,597240.6506379063
145,4523953,2017-06-21 18:00:05.617,CA,ON,London,43.0061,-81.2962,POI3,675748.1451270384
146,4523994,2017-06-21 04:00:05.630,CA,ON,London,43.0061,-81.2962,POI3,675748.1451270384
147,4524010,2017-06-21 09:00:05.717,CA,ON,Windsor,42.2654,-83.0261,POI3,839351.1438226404
148,4524024,2017-06-21 18:00:06.050,CA,ON,Cambridge,43.4471,-80.0828,POI3,565887.0038921544
149,4524055,2017-06-21 10:00:06.053,CA,ON,Cambridge,43.4471,-80.0828,POI3,565887.0038921544
150,4524106,2017-06-21 12:00:06.090,CA,ON,Windsor,42.2654,-83.0261,POI3,839351.1438226404
151,4524183,2017-06-21 12:00:06.140,CA,ON,Windsor,42.2654,-83.0261,POI3,839351.1438226404
152,4524225,2017-06-21 22:00:06.340,CA,ON,Woodstock,43.13375,-80.74328,POI3,629320.9480367132
153,4524238,2017-06-21 03:00:06.427,CA,ON,London,42.9923,-81.2531,POI3,673332.8329702291
154,4524303,2017-06-21 11:00:06.510,CA,ON,Chatham,42.3778,-82.1897,POI3,773254.7184567475
155,4524358,2017-06-21 03:00:06.810,CA,ON,London,42.9832,-81.2847,POI3,676080.8358102129
156,4524446,2017-06-21 21:00:07.040,CA,ON,Kitchener,43.391,-80.441,POI3,594614.6644257155
157,4524506,2017-06-21 18:00:07.080,CA,ON,Kitchener,43.4233,-80.5383,POI3,600154.9499664954
158,4524565,2017-06-21 13:00:07.090,CA,ON,Kitchener,43.4233,-80.5383,POI3,600154.9499664954
159,4524580,2017-06-21 17:00:07.133,CA,ON,Kitchener,43.4284,-80.4311,POI3,592091.468012117
160,4524615,2017-06-21 01:00:04.513,CA,ON,Kitchener,43.4381,-80.5099,POI3,597378.7433319694
161,4524646,2017-06-21 15:00:05.410,CA,ON,Brantford,43.1772,-80.248,POI3,591560.3298000057
162,4524688,2017-06-21 22:00:05.963,CA,ON,Kitchener,43.4381,-80.5099,POI3,597378.7433319694
163,4524714,2017-06-21 19:00:06.133,CA,ON,Cambridge,43.4471,-80.0828,POI3,565887.0038921544
164,4524786,2017-06-21 06:00:06.537,CA,ON,Windsor,42.3159,-83.0311,POI3,837025.1203659549
165,4524796,2017-06-21 10:00:06.697,CA,ON,Kitchener,43.4134,-80.496,POI3,597540.4191314041
166,4524844,2017-06-21 21:00:07.133,CA,ON,Windsor,42.3265,-82.9119,POI3,827850.3086062343
167,4524928,2017-06-21 01:00:04.910,CA,ON,Kitchener,43.44144,-80.50166999999999,POI3,596619.3654060354
168,4524939,2017-06-21 14:00:05.353,CA,ON,Kitchener,43.4453,-80.4905,POI3,595620.647967634
169,4524947,2017-06-21 00:00:06.163,CA,ON,Kitchener,43.4306,-80.4877,POI3,596114.0522230954
170,4524955,2017-06-21 17:00:06.737,CA,ON,Guelph,43.5776,-80.2201,POI3,569647.7373989127
171,4525025,2017-06-21 19:00:06.807,CA,ON,Sarnia,42.9864,-82.3638,POI3,754754.784036538
172,4525101,2017-06-21 09:00:07.253,CA,SK,Saskatoon,52.1225,-106.72488,POI1,480734.4500350864
173,4525142,2017-06-21 08:00:08.273,CA,ON,Brampton,43.78,-79.74,POI3,525206.3264090059
174,4525216,2017-06-21 01:00:07.037,CA,ON,Kitchener,43.4631,-80.4493,POI3,591769.0224737346
175,4525261,2017-06-21 15:00:07.143,CA,ON,London,42.9923,-81.2531,POI3,673332.8329702291
176,4525324,2017-06-21 08:00:07.050,CA,ON,Waterloo,43.4634,-80.5201,POI3,596931.9139426247
178,4525382,2017-06-21 21:00:07.123,CA,ON,Windsor,42.3297,-82.9482,POI3,830301.8286332346
179,4525479,2017-06-21 10:00:14.537,CA,AB,Edmonton,53.426880000000004,-113.47175,POI1,13296.338271309094
180,4525558,2017-06-21 14:00:18.667,CA,SK,Saskatoon,52.1225,-106.72488,POI1,480734.4500350864
181,4525589,2017-06-21 07:00:20.893,CA,AB,Calgary,51.1414,-114.076,POI1,270384.9425402351
182,4525612,2017-06-21 08:00:20.943,CA,AB,Edmonton,53.587,-113.441,POI1,5416.8468236376275
184,4525746,2017-06-21 21:00:21.123,CA,ON,Waterloo,43.4678,-80.584,POI3,601406.072732324
185,4525757,2017-06-21 14:00:21.140,CA,ON,Guelph,43.5776,-80.2201,POI3,569647.7373989127
186,4525800,2017-06-21 02:00:21.350,CA,ON,Ancaster,43.208,-79.9652,POI3,569811.7922655934
187,4525862,2017-06-21 10:00:21.457,CA,ON,Burlington,43.3889,-79.7682,POI3,546209.773835953
188,4525869,2017-06-21 03:00:21.503,CA,AB,Edmonton,53.616009999999996,-113.45364,POI1,8049.996827298065
190,4526024,2017-06-21 13:00:21.617,CA,AB,Calgary,51.0419,-114.2,POI1,282662.84575257363
191,4526111,2017-06-21 13:00:21.643,CA,AB,Lethbridge,49.6994,-112.822,POI1,430182.8047826506
192,4526136,2017-06-21 18:00:21.750,CA,ON,Burlington,43.332,-79.807,POI3,551956.8593303274
193,4526210,2017-06-21 06:00:22.823,CA,ON,Brampton,43.7796,-79.7681,POI3,527289.2446883714
194,4526284,2017-06-21 01:00:20.670,CA,QC,Saint-Nicolas,46.72072,-71.30409,POI3,219461.52613300868
195,4526337,2017-06-21 18:00:21.257,CA,ON,Mississauga,43.5414,-79.6824,POI3,532296.7348460518
197,4526420,2017-06-21 01:00:21.557,CA,AB,Calgary,50.9722,-114.062,POI1,288884.2493832067
198,4526426,2017-06-21 17:00:21.607,CA,QC,Saint-Nicolas,46.72072,-71.30409,POI3,219461.52613300868
199,4526443,2017-06-21 07:00:21.727,CA,AB,Calgary,50.939820000000005,-114.03211,POI1,292187.9066249261
200,4526505,2017-06-21 03:00:21.950,CA,ON,North York,43.787,-79.4169,POI3,501231.5236070804
201,4526599,2017-06-21 00:00:22.950,CA,ON,Ancaster,43.208,-79.9652,POI3,569811.7922655934
202,4526625,2017-06-21 04:00:21.363,CA,ON,Ancaster,43.208,-79.9652,POI3,569811.7922655934
203,4526695,2017-06-21 13:00:21.477,CA,ON,Etobicoke,43.699709999999996,-79.53618,POI3,514015.664091096
205,4526775,2017-06-21 03:00:21.563,CA,AB,Rocky Mountain House,52.38629,-114.92294,POI1,160922.04710608817
206,4526821,2017-06-21 01:00:21.630,CA,AB,Calgary,50.9722,-114.062,POI1,288884.2493832067
207,4526865,2017-06-21 06:00:22.377,CA,ON,Mississauga,43.5812,-79.6323,POI3,526712.4920855451
208,4526950,2017-06-21 05:00:23.497,CA,AB,Calgary,50.9093,-114.1028,POI1,296199.8957494164
209,4527041,2017-06-21 19:00:24.713,CA,ON,London,42.993,-81.169,POI3,667225.767591775
210,4527101,2017-06-21 01:00:25.740,CA,ON,Toronto,43.6466,-79.4493,POI3,510282.909466881
211,4527148,2017-06-21 19:00:20.903,CA,AB,Airdrie,51.279790000000006,-114.00323999999999,POI1,254440.31457411282
212,4527192,2017-06-21 05:00:21.100,CA,ON,Toronto,43.6682,-79.4209,POI3,507174.9434252697
213,4527235,2017-06-21 08:00:21.153,CA,ON,Waterloo,43.4737,-80.5309,POI3,597240.6506379063
214,4527246,2017-06-21 15:00:21.527,CA,AB,Edmonton,53.60494,-113.41718999999999,POI1,7949.200835560146
215,4527267,2017-06-21 07:00:21.563,CA,AB,Calgary,51.17119,-114.1577,POI1,267995.48482591537
217,4527346,2017-06-21 06:00:23.430,CA,ON,Sudbury,46.5213,-80.947,POI3,580412.7402865988
218,4527396,2017-06-21 15:00:25.867,CA,AB,Calgary,51.0494,-113.9564,POI1,279464.90023714735
219,4527441,2017-06-21 07:00:21.113,CA,ON,Burlington,43.375,-79.8434,POI3,552305.9603564969
220,4527443,2017-06-21 04:00:21.377,CA,ON,Brampton,43.71144,-79.76698,POI3,530299.7051262999
221,4527536,2017-06-21 13:00:21.510,CA,AB,Edmonton,53.5105,-113.37,POI1,8616.647746434232
222,4527537,2017-06-21 13:00:21.667,CA,AB,Brooks,50.58495,-111.89101000000001,POI1,346825.25419468613
223,4527556,2017-06-21 03:00:22.960,CA,ON,Mississauga,43.72139,-79.64403,POI3,520853.790297507
224,4527583,2017-06-21 02:00:24.580,CA,AB,Edmonton,53.4398,-113.53742,POI1,12311.766171658133
225,4527587,2017-06-21 17:00:25.100,CA,AB,Calgary,51.0876,-114.0214,POI1,275792.00180059235
226,4527628,2017-06-21 13:00:26.057,CA,ON,Thunder Bay,48.3738,-89.2779,POI3,1231655.7042597483
227,4527720,2017-06-21 09:00:26.090,CA,ON,North York,43.7576,-79.461,POI3,505816.19983963214
228,4527727,2017-06-21 09:00:23.617,CA,AB,Edmonton,53.4564,-113.521,POI1,10250.533390817349
229,4527798,2017-06-21 13:00:24.387,CA,AB,Edmonton,53.4398,-113.53742,POI1,12311.766171658133
230,4527807,2017-06-21 09:00:25.370,CA,ON,North York,43.76164,-79.50135,POI3,508570.1476446646
231,4527830,2017-06-21 18:00:26.080,CA,QC,Saint-Laurent,45.5057,-73.6814,POI3,9162.764443845464
232,4527882,2017-06-21 15:00:26.250,CA,ON,Dundas,43.2649,-79.9555,POI3,566077.1521060294
233,4527890,2017-06-21 16:00:25.883,CA,ON,Toronto,43.6466,-79.4493,POI3,510282.909466881
234,4527967,2017-06-21 10:00:26.193,CA,ON,Toronto,43.6769,-79.3784,POI3,503678.9341383228
235,4528009,2017-06-21 02:00:27.963,CA,AB,Calgary,51.0823,-113.9578,POI1,275840.6643288444
236,4528078,2017-06-21 16:00:28.770,CA,ON,Burlington,43.34442,-79.79248,POI3,550268.3410459402
237,4528166,2017-06-21 10:00:26.063,CA,AB,Calgary,50.9412,-114.114,POI1,292797.2843391947
238,4528260,2017-06-21 17:00:28.883,CA,BC,Coquitlam,49.2368,-122.8804,POI1,807959.2512980049
239,4528350,2017-06-21 16:00:29.263,CA,QC,Montréal,45.5884,-73.5641,POI3,7426.107594738724
241,4528470,2017-06-21 04:00:26.093,CA,ON,Scarborough,43.7997,-79.3209,POI3,493642.37652951275
242,4528481,2017-06-21 01:00:26.113,CA,ON,Toronto,43.6466,-79.4493,POI3,510282.909466881
243,4528557,2017-06-21 03:00:26.147,CA,AB,Calgary,50.8965,-114.08,POI1,297394.5447883055
244,4528651,2017-06-21 12:00:28.960,CA,AB,Edmonton,53.4688,-113.508,POI1,8727.918310220508
245,4528676,2017-06-21 01:00:28.277,CA,AB,Calgary,51.133,-113.856,POI1,269507.3953008694
246,4528678,2017-06-21 12:00:29.040,CA,AB,Edmonton,53.54813000000001,-113.59428,POI1,7174.7048550384
247,4528767,2017-06-21 19:00:29.483,CA,ON,Markham,43.8601,-79.3341,POI3,491827.00077678234
248,4528809,2017-06-21 02:00:31.280,CA,AB,Spruce Grove,53.54628,-113.88183000000001,POI1,26169.692658297405
249,4528850,2017-06-21 04:00:29.240,CA,AB,Calgary,51.15648,-114.07926,POI1,268758.86799677217
251,4528952,2017-06-21 00:00:29.640,CA,ON,Brampton,43.7796,-79.7681,POI3,527289.2446883714
252,4529001,2017-06-21 19:00:29.943,CA,ON,Markham,43.8412,-79.3262,POI3,492110.40868301864
253,4529076,2017-06-21 07:00:33.240,CA,AB,Bonnyville,54.26948,-110.72648999999998,POI1,197809.6351908165
254,4529149,2017-06-21 01:00:29.693,CA,ON,Mississauga,43.56864,-79.63094,POI3,527234.2501473272
255,4529202,2017-06-21 07:00:34.350,CA,AB,Edmonton,53.5327,-113.626,POI1,9388.925576194624
256,4529220,2017-06-21 12:00:33.037,CA,AB,Leduc,53.2668,-113.552,POI1,31373.21467526348
257,4529292,2017-06-21 08:00:33.970,CA,AB,Calgary,51.133,-113.856,POI1,269507.3953008694
258,4529367,2017-06-21 10:00:32.690,CA,AB,Edmonton,53.55848,-113.49825,POI1,1599.423270346464
259,4529461,2017-06-21 19:00:36.260,CA,ON,Windsor,42.2545,-82.9809,POI3,836677.593457211
260,4529554,2017-06-21 22:00:35.983,CA,ON,Concord,43.81264,-79.50514,POI3,506504.9535498597
261,4529643,2017-06-21 01:00:36.750,CA,AB,Calgary,50.8921,-113.97745,POI1,297011.69115553837
262,4529710,2017-06-21 17:00:35.977,CA,QC,Quebec,46.84495,-71.42651,POI3,220852.29924579625
263,4529735,2017-06-21 21:00:36.163,CA,ON,Lindsay,44.357,-78.7405,POI3,427282.73960443836
264,4529826,2017-06-21 04:00:36.553,CA,AB,Edmonton,53.4688,-113.508,POI1,8727.918310220508
265,4529862,2017-06-21 01:00:36.740,CA,AB,Calgary,51.04745,-114.1805,POI1,281829.28240008565
266,4529945,2017-06-21 12:00:36.797,CA,AB,Lethbridge,49.67346,-112.89121999999999,POI1,432573.53743930283
268,4530039,2017-06-21 02:00:36.950,CA,ON,Markham,43.85883,-79.29809,POI3,489249.93432136625
269,4530051,2017-06-21 22:00:37.683,CA,ON,Oshawa,43.89029,-78.81588,POI3,452696.85602169717
270,4530079,2017-06-21 02:00:38.040,CA,AB,Spruce Grove,53.56081999999999,-113.88283,POI1,26281.805475306326
271,4530117,2017-06-21 04:00:38.270,CA,ON,Markham,43.85883,-79.29809,POI3,489249.93432136625
