,_ID,TimeSt,Country,Province,City,Latitude,Longitude,POI,Distance
11781,5106290,2017-06-21 19:41:31.827,CA,ON,Toronto,43.64763,-79.39048000000001,POI3,505987.44154177903
11782,5106331,2017-06-21 18:41:32.220,CA,AB,Calgary,51.0475,-114.068,POI1,280643.74841881485
11783,5106379,2017-06-21 01:41:32.233,CA,AB,Calgary,51.0475,-114.068,POI1,280643.74841881485
11784,5106477,2017-06-21 13:41:32.267,CA,QC,Sherbrooke,45.3826,-71.92245,POI3,129131.39128624614
11785,5106485,2017-06-21 13:41:32.540,CA,AB,Lethbridge,49.66735,-112.83455,POI1,433637.6291725366
11787,5106591,2017-06-21 07:41:29.493,CA,QC,Saint-Laurent,45.503809999999994,-73.68475,POI3,9460.927196341647
11788,5106678,2017-06-21 19:41:30.280,CA,AB,Edmonton,53.542530000000006,-113.62095,POI1,8943.148350280097
11789,5106714,2017-06-21 08:41:31.220,CA,AB,Edmonton,53.587,-113.441,POI1,5416.8468236376275
11790,5106791,2017-06-21 09:41:32.403,CA,ON,Niagara Falls,43.0796,-79.0829,POI3,516044.7109839301
11791,5106841,2017-06-21 02:41:32.610,CA,ON,Mississauga,43.557790000000004,-79.59777,POI3,525382.0961338535
11792,5106906,2017-06-21 04:41:32.697,CA,AB,Okotoks,50.70089,-114.00378,POI1,318348.5524993082
11793,5106953,2017-06-21 22:41:33.010,CA,ON,Mississauga,43.557790000000004,-79.59777,POI3,525382.0961338535
11794,5106966,2017-06-21 15:41:33.133,CA,ON,Ottawa,45.3578,-75.7095,POI3,168220.1564491529
11795,5107062,2017-06-21 13:41:29.580,CA,NS,Hammonds Plains,44.75101,-63.82204,POI4,70168.98709859952
11796,5107149,2017-06-21 03:41:31.667,CA,BC,Surrey,49.14698,-122.94113,POI1,817769.8708187032
11797,5107189,2017-06-21 22:41:32.053,CA,ON,Brantford,43.1772,-80.248,POI3,591560.3298000057
11798,5107231,2017-06-21 10:41:32.573,CA,AB,Airdrie,51.27928,-113.97996,POI1,254283.71675919532
11799,5107248,2017-06-21 16:41:33.113,CA,AB,Calgary,51.0378,-114.08,POI1,281827.96023814176
11800,5107260,2017-06-21 18:41:33.900,CA,QC,Québec,46.9046,-71.327,POI3,230912.37941164462
11801,5107264,2017-06-21 09:41:30.430,CA,ON,Toronto,43.67603,-79.38956,POI3,504527.8387448123
11802,5107321,2017-06-21 10:41:31.853,CA,QC,Cap-De-La-Madeleine,46.37865,-72.54428,POI3,123776.98698499906
11804,5107398,2017-06-21 09:41:32.507,CA,AB,Calgary,50.9695,-114.069,POI1,289246.798080372
11805,5107471,2017-06-21 16:41:32.623,CA,AB,Calgary,51.1581,-113.938,POI1,267310.14063979755
11806,5107532,2017-06-21 01:41:32.913,CA,AB,Calgary,51.016,-114.15177,POI1,284963.24116244295
11807,5107559,2017-06-21 10:41:35.103,CA,AB,Edmonton,53.5185,-113.6579,POI1,11787.141911503892
11808,5107633,2017-06-21 11:41:31.833,CA,QC,Rimouski,48.4677,-68.5179,POI3,503688.9011678685
11809,5107634,2017-06-21 11:41:32.027,CA,ON,Petrolia,42.88478,-82.47825,POI3,767998.877120743
11810,5107675,2017-06-21 22:41:32.520,CA,ON,Ottawa,45.3804,-75.7468,POI3,170830.10699220374
11811,5107738,2017-06-21 21:41:32.530,CA,ON,Ottawa,45.3804,-75.7468,POI3,170830.10699220374
11812,5107821,2017-06-21 06:41:32.610,CA,AB,Airdrie,51.2921,-114.041,POI1,253451.4827777175
11813,5107869,2017-06-21 22:41:32.693,CA,AB,Calgary,51.0104,-114.066,POI1,284711.79703951126
11814,5107880,2017-06-21 20:41:32.770,CA,AB,Calgary,51.0571,-114.077,POI1,279673.63029726665
11815,5107976,2017-06-21 07:41:33.380,CA,ON,Mississauga,43.56542,-79.61403,POI3,526174.1989124179
11816,5108005,2017-06-21 12:41:33.937,CA,AB,Canmore,51.08852,-115.35602,POI1,301373.9996509743
11817,5108018,2017-06-21 01:41:35.627,CA,AB,Fort Mcmurray,56.7377,-111.438,POI1,377948.4819173109
11818,5108090,2017-06-21 02:41:33.217,CA,AB,Rochon Sands,52.4647,-112.843,POI1,127710.84355192109
11819,5108179,2017-06-21 05:41:33.480,CA,ON,Gravenhurst,44.9198,-79.3741,POI3,459697.5985534058
11821,5108284,2017-06-21 03:41:36.160,CA,QC,Côte-Saint-Luc,45.47487,-73.64556,POI3,8090.821504315319
11822,5108291,2017-06-21 14:41:36.220,CA,ON,Milton,43.5152,-79.8802,POI3,547877.2685732938
11823,5108310,2017-06-21 05:41:34.040,CA,ON,Toronto,43.6651,-79.4369,POI3,508482.7813631055
11824,5108404,2017-06-21 15:41:35.473,CA,QC,Montreal,60.0,-95.0,POI1,1328620.8125224449
11825,5108434,2017-06-21 06:41:36.237,CA,AB,Edmonton,53.4567,-113.5801,POI1,11744.006229785204
11826,5108529,2017-06-21 14:41:36.230,CA,AB,Edmonton,53.6134,-113.541,POI1,8318.744569681718
11827,5108542,2017-06-21 01:41:35.120,CA,QC,Montréal,45.4978,-73.5798,POI3,2858.8605067004723
11828,5108564,2017-06-21 05:41:35.740,CA,AB,Ponoka,52.730090000000004,-113.47495,POI1,90746.47297588359
11829,5108660,2017-06-21 02:41:36.293,CA,BC,Richmond,49.1626,-123.1721,POI1,829525.4831898834
11830,5108730,2017-06-21 04:41:40.337,CA,AB,Calgary,51.00499,-114.07023999999998,POI1,285347.91115963337
11831,5108776,2017-06-21 01:41:41.507,CA,AB,Edmonton,53.4564,-113.521,POI1,10250.533390817349
11832,5108821,2017-06-21 17:41:42.657,CA,ON,North York,43.7072,-79.5253,POI3,512869.31979253824
11833,5108840,2017-06-21 02:41:42.753,CA,ON,Etobicoke,43.63755,-79.54098,POI3,517352.4730302281
11834,5108842,2017-06-21 21:41:43.117,CA,ON,Toronto,43.66205,-79.46025,POI3,510319.9207439681
11835,5108899,2017-06-21 03:41:42.670,CA,ON,Toronto,43.6498,-79.3907,POI3,505896.3036249074
11836,5108993,2017-06-21 17:41:42.950,CA,AB,Sherwood Park,53.5232,-113.29503999999999,POI1,12858.57492825171
11837,5109052,2017-06-21 16:41:40.567,CA,AB,Calgary,51.00499,-114.07023999999998,POI1,285347.91115963337
11839,5109111,2017-06-21 20:41:41.900,CA,QC,Laval,45.5797,-73.82049,POI3,20840.189672400913
11840,5109155,2017-06-21 00:41:42.700,CA,QC,Trois-Rivières,46.3776,-72.5352,POI3,124137.06703968118
11841,5109201,2017-06-21 05:41:42.933,CA,QC,Montréal,45.5312,-73.7097,POI3,11242.983482844731
11842,5109249,2017-06-21 10:41:41.267,CA,ON,Scarborough,43.76267,-79.21041,POI3,487371.8670060222
11843,5109324,2017-06-21 15:41:41.480,CA,ON,Mississauga,43.5924,-79.6953,POI3,530720.0278017183
11844,5109345,2017-06-21 11:41:41.800,CA,QC,Laval,45.5797,-73.82049,POI3,20840.189672400913
11845,5109410,2017-06-21 09:41:42.593,CA,ON,Woodbridge,43.78713,-79.56396,POI3,511973.0466180616
11846,5109508,2017-06-21 01:41:42.697,CA,AB,Calgary,51.0081,-114.073,POI1,285031.5165410415
11847,5109582,2017-06-21 00:41:42.960,CA,ON,Ancaster,43.2614,-79.823,POI3,556857.69417507
11848,5109591,2017-06-21 06:41:43.050,CA,QC,Côte-Saint-Luc,45.46913,-73.65085,POI3,8819.979905044946
11849,5109659,2017-06-21 03:41:44.503,CA,QC,Montréal,45.5048,-73.5742,POI3,1976.769329938901
11850,5109751,2017-06-21 17:41:45.030,CA,ON,Brampton,43.7476,-79.6912,POI3,523094.1867433635
11852,5109891,2017-06-21 22:41:41.780,CA,QC,Laval,45.5797,-73.82049,POI3,20840.189672400913
11853,5109946,2017-06-21 21:41:41.967,CA,ON,Georgetown,43.6492,-79.9117,POI3,543761.9035267016
11854,5110029,2017-06-21 11:41:42.280,CA,QC,Montréal,45.5312,-73.7097,POI3,11242.983482844731
11855,5110118,2017-06-21 10:41:42.720,CA,AB,Calgary,51.0905,-114.182,POI1,277124.7738558909
11856,5110130,2017-06-21 19:41:44.050,CA,ON,Oakville,43.4434,-79.6802,POI3,537098.3954270517
11857,5110137,2017-06-21 04:41:45.070,CA,ON,Brampton,43.7796,-79.7681,POI3,527289.2446883714
11858,5110170,2017-06-21 02:41:45.877,CA,ON,Markham,43.8747,-79.2599,POI3,485734.285557433
11859,5110224,2017-06-21 08:41:47.003,CA,ON,Toronto,43.6862,-79.402,POI3,504932.7164962623
11860,5110265,2017-06-21 11:41:48.017,CA,ON,Guelph,43.55403,-80.26876,POI3,574304.2018627652
11861,5110268,2017-06-21 13:41:48.070,CA,ON,Burlington,43.3889,-79.7682,POI3,546209.773835953
11862,5110297,2017-06-21 04:41:48.233,CA,ON,Scarborough,43.7936,-79.2692,POI3,490165.84924889676
11863,5110391,2017-06-21 02:41:48.320,CA,ON,Fort Erie,42.9052,-78.9365,POI3,517354.64613748784
11864,5110438,2017-06-21 12:41:44.917,CA,AB,Medicine Hat,50.0816,-110.5788,POI1,433897.86395378696
11865,5110517,2017-06-21 01:41:46.887,CA,ON,Toronto,43.646570000000004,-79.40948,POI3,507410.0641838728
11866,5110543,2017-06-21 12:41:48.003,CA,ON,Mississauga,43.6046,-79.6729,POI3,528504.6202081786
11867,5110610,2017-06-21 10:41:48.153,CA,ON,Sarnia,42.9711,-82.396,POI3,757847.6724743813
11868,5110684,2017-06-21 05:41:48.210,CA,ON,Toronto,43.7028,-79.3877,POI3,503094.4150847328
11869,5110715,2017-06-21 03:41:48.293,CA,ON,Vaughan,43.8432,-79.5644,POI3,509480.0438544519
11870,5110778,2017-06-21 13:41:48.710,CA,ON,Innisfil,44.3479,-79.5594,POI3,489360.2081222756
11871,5110802,2017-06-21 02:41:45.227,CA,AB,Edmonton,53.486,-113.668,POI1,13783.309686632258
11872,5110817,2017-06-21 19:41:48.043,CA,AB,Calgary,51.02595,-114.18439,POI1,284232.3741593315
11873,5110835,2017-06-21 00:41:48.100,CA,ON,Woodbridge,43.843,-79.558,POI3,509018.54335566465
11874,5110867,2017-06-21 05:41:48.157,CA,ON,Scarborough,43.7262,-79.232,POI3,490698.1079686095
11875,5110955,2017-06-21 13:41:48.160,CA,ON,Scarborough,43.7262,-79.232,POI3,490698.1079686095
11876,5111054,2017-06-21 00:41:48.200,CA,ON,Mississauga,43.5738,-79.7193,POI3,533364.6086669136
11877,5111070,2017-06-21 06:41:48.207,CA,ON,Scarborough,43.7262,-79.232,POI3,490698.1079686095
11878,5111126,2017-06-21 22:41:48.277,CA,ON,Burlington,43.392759999999996,-79.78851,POI3,547460.9126404453
11879,5111161,2017-06-21 04:41:48.317,CA,ON,Fort Erie,43.29958,-80.02658000000001,POI3,569322.5236796178
11880,5111226,2017-06-21 03:41:48.773,CA,ON,Toronto,43.6666,-79.3823,POI3,504464.462731943
11881,5111276,2017-06-21 09:41:47.963,CA,ON,Scarborough,43.798,-79.227,POI3,486891.1580661112
11882,5111336,2017-06-21 22:41:47.987,CA,ON,Guelph,43.5425,-80.2676,POI3,574756.5039488518
11883,5111396,2017-06-21 12:41:48.113,CA,ON,Richmond Hill,43.8428,-79.4239,POI3,499187.01328529965
11884,5111410,2017-06-21 01:41:48.143,CA,ON,Toronto,43.672,-79.3791,POI3,503968.9777456182
11885,5111453,2017-06-21 12:41:48.190,CA,ON,Mississauga,43.5738,-79.7193,POI3,533364.6086669136
11886,5111508,2017-06-21 12:41:48.250,CA,ON,Scarborough,43.726,-79.303,POI3,495841.99837302166
11887,5111579,2017-06-21 18:41:48.910,CA,QC,Côte-Saint-Luc,45.45675,-73.66776,POI3,10720.957378292522
11889,5111666,2017-06-21 02:41:51.337,CA,QC,Montréal,45.4934,-73.5837,POI3,3427.8521593631526
11890,5111699,2017-06-21 07:41:51.570,CA,QC,Westmount,45.4873,-73.6043,POI3,4844.460322098888
11891,5111756,2017-06-21 17:41:47.450,CA,ON,Bowmanville,43.908,-78.707,POI3,443976.3605114473
11892,5111758,2017-06-21 21:41:48.030,CA,ON,Scarborough,43.7084,-79.2856,POI3,495437.5044956862
11893,5111848,2017-06-21 07:41:48.040,CA,ON,Lindsay,44.357,-78.7405,POI3,427282.73960443836
11894,5111876,2017-06-21 09:41:48.060,CA,ON,Lindsay,44.357,-78.7405,POI3,427282.73960443836
11895,5111933,2017-06-21 19:41:48.123,CA,ON,Peterborough,44.3022,-78.3342,POI3,399137.38440307736
11897,5112013,2017-06-21 08:41:48.130,CA,ON,Scarborough,43.7703,-79.2165,POI3,487446.92194538907
11898,5112092,2017-06-21 08:41:48.153,CA,AB,Calgary,50.9318,-113.972,POI1,292581.9712467364
11899,5112127,2017-06-21 08:41:48.197,CA,ON,Mississauga,43.5738,-79.7193,POI3,533364.6086669136
11900,5112148,2017-06-21 22:41:48.217,CA,ON,Kitchener,43.4397,-80.434,POI3,591762.7511776319
11901,5112180,2017-06-21 06:41:48.240,CA,ON,Mississauga,43.5738,-79.7193,POI3,533364.6086669136
11902,5112202,2017-06-21 05:41:48.313,CA,ON,Toronto,43.6682,-79.4209,POI3,507174.9434252697
11903,5112234,2017-06-21 08:41:48.323,CA,ON,Toronto,43.6682,-79.4209,POI3,507174.9434252697
11904,5112249,2017-06-21 11:41:48.353,CA,AB,Calgary,50.8837,-114.0326,POI1,298385.4841059005
11905,5112273,2017-06-21 14:41:51.800,CA,AB,Edmonton,53.4653,-113.386,POI1,11151.614449694842
11906,5112293,2017-06-21 09:41:52.480,CA,BC,Vancouver,49.253679999999996,-123.03121999999999,POI1,815185.4238972192
11907,5112379,2017-06-21 11:41:48.977,CA,AB,Ponoka,52.67286,-113.5977,POI1,97394.44138706423
11908,5112417,2017-06-21 04:41:51.403,CA,SK,Saskatoon,52.1225,-106.72488,POI1,480734.4500350864
11909,5112473,2017-06-21 04:41:51.563,CA,AB,Edmonton,53.57741,-113.54723,POI1,5344.608683058753
11910,5112529,2017-06-21 09:41:51.673,CA,AB,Edmonton,53.50136,-113.6161,POI1,9954.33669072648
11911,5112555,2017-06-21 17:41:51.827,CA,AB,Edmonton,53.5437,-113.533,POI1,3134.944161841813
11912,5112594,2017-06-21 22:41:49.933,CA,ON,North Bay,46.26815,-79.38435,POI3,457751.2621724201
11913,5112598,2017-06-21 02:41:51.497,CA,AB,Edmonton,53.59604,-113.48143,POI1,5552.9017975348925
11914,5112651,2017-06-21 02:41:51.653,CA,AB,Edmonton,53.4617,-113.371,POI1,12074.445156680802
11915,5112667,2017-06-21 08:41:51.827,CA,AB,Edmonton,53.50338000000001,-113.63566999999999,POI1,10993.942158604334
11916,5112680,2017-06-21 09:41:52.457,CA,BC,Vancouver,49.253679999999996,-123.03121999999999,POI1,815185.4238972192
11918,5112747,2017-06-21 18:41:50.213,CA,ON,Toronto,43.6666,-79.3823,POI3,504464.462731943
11919,5112821,2017-06-21 10:41:50.460,CA,ON,Ottawa,45.4298,-75.6931,POI3,166159.71631385648
11920,5112875,2017-06-21 22:41:51.760,CA,AB,Edmonton,53.4653,-113.386,POI1,11151.614449694842
11921,5112918,2017-06-21 14:41:52.237,CA,AB,Edmonton,53.615680000000005,-113.54193000000001,POI1,8573.651172707163
11922,5112981,2017-06-21 21:41:53.750,CA,AB,Calgary,51.1111,-114.0477,POI1,273444.3837463602
11923,5113032,2017-06-21 13:41:53.383,CA,BC,Vancouver,49.23433,-123.03208000000001,POI1,816602.4032128076
11924,5113101,2017-06-21 11:41:54.460,CA,MB,Winnipeg,49.924240000000005,-97.20566,POI1,1188018.1619240171
11926,5113139,2017-06-21 04:41:56.820,CA,AB,Calgary,51.1264,-114.1419,POI1,272730.9273295464
11927,5113151,2017-06-21 18:41:54.227,CA,ON,Peterborough,44.2912,-78.31834,POI3,398415.12184860365
11928,5113248,2017-06-21 07:41:57.620,CA,NS,Hammonds Plains,44.75101,-63.82204,POI4,70168.98709859952
11929,5113326,2017-06-21 22:41:54.590,CA,QC,Bishopton,45.69977,-71.45879000000001,POI3,165097.08493417784
11931,5113400,2017-06-21 06:41:55.800,CA,ON,Brampton,43.7601,-79.7358,POI3,525794.3696325177
11932,5113418,2017-06-21 19:41:57.380,CA,BC,Victoria,48.42674,-123.34206,POI1,893065.977447657
11934,5113492,2017-06-21 00:41:57.783,CA,ON,Markham,43.8341,-79.3302,POI3,492728.2262101979
11935,5113514,2017-06-21 08:41:58.033,CA,AB,Edmonton,53.5895,-113.4467,POI1,5464.542638728522
11936,5113532,2017-06-21 18:41:58.427,CA,ON,Ottawa,45.3244,-75.6048,POI3,160614.0594730872
11937,5113558,2017-06-21 01:41:58.847,CA,ON,Toronto,43.6459,-79.3857,POI3,505728.20877030166
11938,5113568,2017-06-21 04:41:57.900,CA,BC,Armstrong,50.4394,-119.209,POI1,522111.02784148476
11939,5113598,2017-06-21 01:41:58.797,CA,QC,Saint-Laurent,45.4986,-73.6826,POI3,9438.037593378298
11940,5113669,2017-06-21 00:41:56.907,CA,AB,Calgary,51.1264,-114.1419,POI1,272730.9273295464
11941,5113699,2017-06-21 01:41:57.973,CA,QC,Hampstead,45.482,-73.6374,POI3,7096.559623212226
11942,5113700,2017-06-21 06:41:59.160,CA,AB,Calgary,51.0419,-114.2,POI1,282662.84575257363
11943,5113707,2017-06-21 03:41:57.683,CA,ON,Mississauga,43.5634,-79.6509,POI3,528933.7177796295
11944,5113747,2017-06-21 06:41:58.637,CA,QC,Montreal,45.65,-73.4833,POI3,15658.66774514757
11945,5113804,2017-06-21 19:41:59.097,CA,ON,Mississauga,43.5769,-79.6283,POI3,526635.6000944369
11946,5113844,2017-06-21 17:41:59.853,CA,MB,Winnipeg,49.92767,-97.15668000000001,POI1,1191001.7077450643
11947,5113886,2017-06-21 04:42:00.293,CA,BC,Langley,49.0623,-122.5,POI1,799776.5138605157
11949,5113954,2017-06-21 09:41:57.883,CA,QC,Hampstead,45.482,-73.6374,POI3,7096.559623212226
11950,5113962,2017-06-21 06:41:58.283,CA,SK,Saskatoon,52.1225,-106.72488,POI1,480734.4500350864
11951,5114029,2017-06-21 12:41:58.707,CA,QC,Montreal,45.65,-73.4833,POI3,15658.66774514757
11952,5114097,2017-06-21 22:42:02.873,CA,QC,Anjou,45.6036,-73.55360999999999,POI3,9165.852051141846
11953,5114118,2017-06-21 00:42:00.123,CA,BC,Port Moody,49.27796,-122.84695,POI1,803162.9590104767
11954,5114200,2017-06-21 15:42:01.727,CA,AB,Edmonton,53.5515,-113.492,POI1,723.1998197859705
11955,5114227,2017-06-21 02:42:02.037,CA,ON,Mississauga,43.5738,-79.7193,POI3,533364.6086669136
11956,5114301,2017-06-21 21:42:02.807,CA,AB,Edmonton,53.5451,-113.512,POI1,1739.4473084673916
11957,5114334,2017-06-21 07:42:03.220,CA,ON,Whitby,43.8873,-78.9422,POI3,461995.1293715684
11959,5114435,2017-06-21 17:42:03.227,CA,ON,Whitby,43.8873,-78.9422,POI3,461995.1293715684
11960,5114509,2017-06-21 07:42:03.250,CA,ON,Woodbridge,43.7923,-79.5524,POI3,510891.0148020853
11961,5114562,2017-06-21 02:42:03.290,CA,ON,Toronto,43.672,-79.3791,POI3,503968.9777456182
11962,5114582,2017-06-21 18:42:03.357,CA,ON,Toronto,43.672,-79.3791,POI3,503968.9777456182
11963,5114653,2017-06-21 20:42:03.550,CA,AB,Calgary,51.0196,-114.20029,POI1,285111.3295980591
11964,5114736,2017-06-21 03:42:03.253,CA,ON,Sault Sainte Marie,46.5119,-84.3028,POI3,835697.5200402495
11965,5114821,2017-06-21 10:42:03.280,CA,ON,Ottawa,45.4177,-75.6977,POI3,166623.37254878532
11966,5114899,2017-06-21 20:42:03.283,CA,ON,Ottawa,45.4177,-75.6977,POI3,166623.37254878532
11967,5114917,2017-06-21 20:42:03.347,CA,ON,Kanata,45.2975,-75.9199,POI3,185425.1905318977
11968,5114966,2017-06-21 21:42:03.497,CA,ON,Scarborough,43.7658,-79.185,POI3,485381.702474944
11969,5115024,2017-06-21 05:42:03.547,CA,ON,Toronto,43.6504,-79.376,POI3,504806.7208538025
11971,5115105,2017-06-21 22:42:03.557,CA,ON,Cornwall,45.0467,-74.7455,POI3,106318.3748600653
11972,5115203,2017-06-21 15:42:03.617,CA,AB,Sherwood Park,53.54424,-113.30004,POI1,12270.806622237922
11973,5115267,2017-06-21 22:42:03.800,CA,QC,Montréal,45.5514,-73.6116,POI3,4853.819444312457
11974,5115336,2017-06-21 16:42:04.633,CA,AB,Fort Saskatchewan,53.687169999999995,-113.24996999999999,POI1,22082.829004406085
11975,5115412,2017-06-21 01:42:02.343,CA,AB,Edmonton,53.607530000000004,-113.48692,POI1,6823.703547851739
11976,5115460,2017-06-21 04:42:03.380,CA,ON,Mississauga,43.5408,-79.6128,POI3,527313.3563338344
11977,5115485,2017-06-21 21:42:03.507,CA,ON,Toronto,43.6504,-79.376,POI3,504806.7208538025
11978,5115500,2017-06-21 08:42:03.540,CA,ON,Mississauga,43.5738,-79.7193,POI3,533364.6086669136
11979,5115518,2017-06-21 03:42:03.570,CA,ON,Richmond Hill,43.8939,-79.4375,POI3,497903.6533334756
11980,5115570,2017-06-21 06:42:03.600,CA,ON,Scarborough,43.7876,-79.1541,POI3,482097.12616652343
11981,5115575,2017-06-21 05:42:02.237,CA,ON,Toronto,43.6666,-79.3823,POI3,504464.462731943
11983,5115648,2017-06-21 20:42:02.410,CA,AB,Stony Plain,53.5379,-113.971,POI1,32077.39475361665
11984,5115732,2017-06-21 15:42:03.123,CA,ON,Barrie,44.3303,-79.7268,POI3,502645.5016323314
11985,5115800,2017-06-21 04:42:03.150,CA,ON,Brampton,43.7476,-79.6912,POI3,523094.1867433635
11986,5115840,2017-06-21 16:42:03.207,CA,SK,Saskatoon,52.1225,-106.72488,POI1,480734.4500350864
11987,5115936,2017-06-21 08:42:03.233,CA,ON,Mississauga,43.655190000000005,-79.66041,POI3,525163.7422260683
11988,5115971,2017-06-21 01:42:03.317,CA,ON,Toronto,43.6319,-79.3716,POI3,505406.55467395135
11989,5115994,2017-06-21 07:42:03.420,CA,ON,Scarborough,43.7658,-79.185,POI3,485381.702474944
11991,5116113,2017-06-21 01:42:03.487,CA,ON,Toronto,43.6504,-79.376,POI3,504806.7208538025
11992,5116186,2017-06-21 08:42:03.533,CA,SK,Saskatoon,52.1225,-106.72488,POI1,480734.4500350864
11993,5116251,2017-06-21 06:42:04.587,CA,ON,North York,43.787,-79.4169,POI3,501231.5236070804
11994,5116270,2017-06-21 08:42:04.610,CA,ON,North York,43.787,-79.4169,POI3,501231.5236070804
11995,5116343,2017-06-21 10:42:04.723,CA,QC,Saint-Laurent,45.503809999999994,-73.68475,POI3,9460.927196341647
11996,5116351,2017-06-21 07:42:05.987,CA,ON,Dundas,43.2649,-79.9555,POI3,566077.1521060294
11997,5116360,2017-06-21 09:42:06.507,CA,QC,Montréal,45.4978,-73.5798,POI3,2858.8605067004723
11998,5116405,2017-06-21 15:42:06.533,CA,AB,Edmonton,53.46474,-113.58873,POI1,11330.271302948733
11999,5116457,2017-06-21 11:42:03.213,CA,ON,Toronto,43.6682,-79.4209,POI3,507174.9434252697
12000,5116479,2017-06-21 18:42:03.230,CA,ON,Burlington,43.3317,-79.8066,POI3,551944.2102826606
12001,5116550,2017-06-21 10:42:03.263,CA,AB,Calgary,50.93915,-113.9576,POI1,291660.1334444327
12002,5116603,2017-06-21 12:42:03.380,CA,ON,Scarborough,43.7295,-79.2629,POI3,492771.3215396813
12003,5116644,2017-06-21 18:42:03.413,CA,ON,Scarborough,43.7936,-79.2692,POI3,490165.84924889676
12004,5116705,2017-06-21 03:42:03.493,CA,ON,Toronto,43.6504,-79.376,POI3,504806.7208538025
12005,5116787,2017-06-21 05:42:03.550,CA,ON,Pembroke,45.827,-77.1116,POI3,277537.89305376564
12007,5116921,2017-06-21 00:42:03.577,CA,ON,Pembroke,45.827,-77.1116,POI3,277537.89305376564
12008,5116994,2017-06-21 12:42:03.580,CA,ON,Pembroke,45.827,-77.1116,POI3,277537.89305376564
12009,5117054,2017-06-21 04:42:03.587,CA,ON,Pembroke,45.827,-77.1116,POI3,277537.89305376564
12010,5117150,2017-06-21 02:42:03.947,CA,ON,Richmond Hill,43.87975,-79.42275,POI3,497445.7958615618
12011,5117175,2017-06-21 17:42:06.497,CA,AB,Calgary,51.1188,-113.9471,POI1,271723.7163007506
12012,5117237,2017-06-21 15:42:07.557,CA,AB,Edmonton,53.57489,-113.46596000000001,POI1,3450.5580371687342
12013,5117241,2017-06-21 10:42:06.267,CA,ON,North York,43.7302,-79.4951,POI3,509585.4831131687
12014,5117272,2017-06-21 04:42:06.600,CA,AB,Edmonton,53.5388,-113.494,POI1,984.5569763788716
12015,5117284,2017-06-21 07:42:06.780,CA,ON,Concord,43.81385,-79.50348000000001,POI3,506328.4362282117
12016,5117362,2017-06-21 21:42:07.290,CA,AB,Edmonton,53.57489,-113.46596000000001,POI1,3450.5580371687342
12017,5117393,2017-06-21 06:42:07.513,CA,AB,Edmonton,53.53811999999999,-113.58351,POI1,6522.267774046428
12018,5117426,2017-06-21 21:42:07.897,CA,AB,Calgary,51.1387,-114.2015,POI1,272074.44697562803
12020,5117449,2017-06-21 07:42:04.710,CA,ON,Toronto,43.6726,-79.4901,POI3,511969.5853845971
12021,5117499,2017-06-21 10:42:04.743,CA,AB,Edmonton,53.5046,-113.453,POI1,5103.445640731222
12023,5117593,2017-06-21 03:42:07.100,CA,AB,Edmonton,53.50338000000001,-113.63566999999999,POI1,10993.942158604334
12024,5117644,2017-06-21 22:42:07.400,CA,AB,Edmonton,53.50723000000001,-113.47435,POI1,4394.5002024895
12025,5117680,2017-06-21 16:42:07.547,CA,ON,London,42.9923,-81.2531,POI3,673332.8329702291
12026,5117700,2017-06-21 10:42:07.927,CA,ON,Ottawa,45.4555,-75.6552,POI3,163019.63168434377
12028,5117859,2017-06-21 21:42:08.273,CA,AB,Calgary,51.1737,-114.1603,POI1,267750.3709625691
12029,5117948,2017-06-21 15:42:07.527,CA,ON,North York,43.7302,-79.4951,POI3,509585.4831131687
12030,5118036,2017-06-21 16:42:10.143,CA,ON,Toronto,43.66812,-79.37550999999999,POI3,503899.73308277485
12031,5118088,2017-06-21 04:42:07.297,CA,SK,Shackleton,50.652120000000004,-108.4722,POI1,469723.242672743
12032,5118183,2017-06-21 09:42:07.820,CA,AB,Calgary,51.1387,-114.2015,POI1,272074.44697562803
12033,5118269,2017-06-21 13:42:08.703,CA,AB,Calgary,51.0494,-113.9564,POI1,279464.90023714735
12034,5118275,2017-06-21 21:42:09.310,CA,AB,Edmonton,53.4593,-113.4145,POI1,10746.858695678686
12035,5118281,2017-06-21 00:42:11.083,CA,BC,Port Moody,49.27897,-122.85453000000001,POI1,803513.8908700257
12036,5118295,2017-06-21 17:42:11.513,CA,AB,Sherwood Park,53.5398,-113.283,POI1,13414.178429533635
12037,5118352,2017-06-21 12:42:11.260,CA,AB,Wood Buffalo,56.18498,-110.94202,POI1,335496.03405777784
12038,5118358,2017-06-21 02:42:11.683,CA,QC,Québec,46.8505,-71.3357,POI3,226508.06587846068
12040,5118444,2017-06-21 14:42:12.073,CA,AB,Calgary,51.0494,-113.9564,POI1,279464.90023714735
12041,5118492,2017-06-21 07:42:12.657,CA,ON,Cambridge,43.33,-80.2879,POI3,586535.6373091667
12042,5118512,2017-06-21 09:42:12.713,CA,ON,Thunder Bay,48.4601,-89.2035,POI3,1227789.1638659888
12043,5118541,2017-06-21 15:42:12.020,CA,ON,Mississauga,43.6389,-79.6304,POI3,523765.2807175315
12044,5118565,2017-06-21 21:42:12.683,CA,ON,Windsor,42.30722,-82.82613,POI3,822697.6762772282
12045,5118602,2017-06-21 03:42:13.660,CA,QC,Châteauguay,45.3617,-73.7428,POI3,22504.61037853123
